"Name","model_weight","test_acc","test_loss"
"random_#_19","1.1529186964035034","70.00599670410156","0.8545949459075928"
"pruning_#_19","1.152909755706787","86.79264831542969","0.4910685420036316"
"random_#_18","1.4411481618881226","73.55529022216797","0.7800607681274414"
"pruning_#_18","1.4411392211914062","86.8526382446289","0.492138147354126"
"random_#_17","1.8014376163482666","75.78484344482422","0.7264521718025208"
"pruning_#_17","1.8014286756515503","87.91241455078125","0.4956464171409607"
"random_#_16","2.2517991065979004","76.30474090576172","0.6871956586837769"
"pruning_#_16","2.2517900466918945","88.10237884521484","0.5040889978408813"
"random_#_15","2.814751148223877","76.21475982666016","0.7026923894882202"
"pruning_#_15","2.814742088317871","87.29254150390625","0.5582813024520874"
"random_#_14","3.518436908721924","69.68606567382812","0.9738439917564392"
"pruning_#_14","3.518427610397339","87.96240997314453","0.5316528677940369"
"random_#_13","4.398038864135742","79.02420043945312","0.6382009983062744"
"pruning_#_13","4.398038864135742","88.04239654541016","0.5330528616905212"
"random_#_12","5.497555732727051","80.05398559570312","0.6163250803947449"
"pruning_#_12","5.497546672821045","88.0923843383789","0.5221148133277893"
"random_#_11","6.8719377517700195","82.82344055175781","0.5199458003044128"
"pruning_#_11","6.8719377517700195","88.60227966308594","0.5208514928817749"
"random_#_10","8.58993148803711","80.44390869140625","0.6171019673347473"
"pruning_#_10","8.589921951293945","88.35233306884766","0.5194751620292664"
"random_#_9","10.737406730651855","81.95361328125","0.568657636642456"
"pruning_#_9","10.737406730651855","87.82243347167969","0.5684854388237"
"random_#_8","13.421762466430664","80.4839096069336","0.6062636971473694"
"pruning_#_8","13.421762466430664","88.24234771728516","0.5477911233901978"
"random_#_7","16.777198791503906","83.3033447265625","0.5381629467010498"
"pruning_#_7","16.777198791503906","88.19236755371094","0.600096583366394"
"random_#_6","20.971498489379883","82.363525390625","0.552991509437561"
"pruning_#_6","20.971498489379883","87.7824478149414","0.6238320469856262"
"random_#_5","26.21438217163086","81.4537124633789","0.5656236410140991"
"pruning_#_5","26.21438217163086","88.03239440917969","0.6087780594825745"
"random_#_4","32.767974853515625","83.68326568603516","0.5264119505882263"
"pruning_#_4","32.767974853515625","87.62248229980469","0.5589459538459778"
"random_#_3","40.95996856689453","79.55409240722656","0.6728479266166687"
"pruning_#_3","40.95996856689453","86.46271514892578","0.5971660614013672"
"random_#_2","51.199951171875","82.38352966308594","0.5326938629150391"
"pruning_#_2","51.1999626159668","85.67286682128906","0.6060454249382019"
"random_#_1","63.99993896484375","79.19416809082031","0.6237818002700806"
"pruning_#_1","63.99995040893555","84.26315307617188","0.6152744889259338"
"random_#_0","79.99993896484375","82.34353637695312","0.549225926399231"
"pruning_#_0","79.99993896484375","84.32313537597656","0.5650110244750977"
"baseline_run","99.99990844726562","81.81364440917969","0.6754004955291748"
