"Name","model_weight","test_acc","test_loss"
"random_#_17","1.8464288711547852","9.998001098632812","2.3731839656829834"
"pruning_#_17","1.8055131435394287","89.36212921142578","0.36964794993400574"
"random_#_16","2.2966384887695312","9.998001098632812","2.3731839656829834"
"pruning_#_16","2.2558209896087646","90.28194427490234","0.3682656884193421"
"random_#_15","2.8592946529388428","18.936214447021484","2.174138307571411"
"pruning_#_15","2.818737030029297","90.76184844970705","0.3359684348106384"
"random_#_14","3.562603712081909","24.77504539489746","2.02445650100708"
"pruning_#_14","3.5223777294158936","89.73206329345703","0.3661808371543884"
"random_#_13","4.441910743713379","29.564088821411133","1.9245315790176392"
"pruning_#_13","4.401944160461426","90.53189849853516","0.3222549259662628"
"random_#_12","5.540881156921387","32.31353759765625","1.8810139894485471"
"pruning_#_12","5.501424789428711","91.77165222167967","0.29396456480026245"
"random_#_11","6.914493083953857","46.35073471069336","1.4822847843170166"
"pruning_#_11","6.875762462615967","91.12177276611328","0.29139143228530884"
"random_#_10","8.631814002990723","49.10018157958984","1.4060640335083008"
"pruning_#_10","8.593692779541016","92.89141845703124","0.25175708532333374"
"random_#_9","10.778331756591797","51.59968185424805","1.3117009401321411"
"pruning_#_9","10.741106033325195","93.29134368896484","0.23707085847854617"
"random_#_8","13.461441040039062","54.80904006958008","1.262061357498169"
"pruning_#_8","13.42536163330078","93.1313705444336","0.24713833630084991"
"random_#_7","16.815452575683594","65.65686798095703","0.97325599193573"
"pruning_#_7","16.780609130859375","91.92162322998048","0.31256332993507385"
"random_#_6","21.007749557495117","68.53629302978516","0.9057491421699524"
"pruning_#_6","20.974777221679688","93.16136932373048","0.23938800394535065"
"random_#_5","26.2482967376709","71.19576263427734","0.8297150731086731"
"pruning_#_5","26.217388153076172","89.88202667236328","0.35896775126457214"
"random_#_4","32.79873275756836","70.3559341430664","0.8501521348953247"
"pruning_#_4","32.77061462402344","92.33153533935548","0.2577487826347351"
"random_#_3","40.98700714111328","70.08598327636719","0.8598864078521729"
"pruning_#_3","40.96228790283203","93.68126678466795","0.22910860180854797"
"random_#_2","51.22228240966797","72.12557983398438","0.8039867281913757"
"pruning_#_2","51.20186996459961","92.80143737792967","0.25571781396865845"
"random_#_1","64.01651000976562","73.6752700805664","0.7601696848869324"
"pruning_#_1","64.00141906738281","90.17196655273438","0.33291563391685486"
"random_#_0","80.00926971435547","72.60548400878906","0.7960021495819092"
"pruning_#_0","80.00079345703125","88.91222381591797","0.3694648742675781"
"baseline_run","99.99990844726562","90.28194427490234","0.3067333698272705"
